Base Year,Year,Indicator,Frequency,Revision,Industry,Subindustry,Institutional Sector,Quarter,Current Price,Constant Price,Unit,Sector Name,Period,Price Difference
2011-12,2014-15,GVA Growth Rate,Annual,Second Revised Estimates,Manufacturing,Other Manufactured Goods,,N/A,,16.03962964,%,Manufacturing,2014-15-Annual,-16.03962964
2011-12,2014-15,GVA Growth Rate,Annual,Second Revised Estimates,Manufacturing,N/A,,N/A,,7.480708067,%,Manufacturing,2014-15-Annual,-7.480708067
2011-12,2014-15,GVA Growth Rate,Annual,Second Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",N/A,,N/A,,7.192460068,%,"Electricity, Gas, Water Supply & Other Utility Services",2014-15-Annual,-7.192460068
2011-12,2014-15,GVA Growth Rate,Annual,Second Revised Estimates,Construction,N/A,,N/A,,3.039483249,%,Construction,2014-15-Annual,-3.039483249
2011-12,2014-15,GVA Growth Rate,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,N/A,,8.823890661,%,"Trade, Repair, Hotels and Restaurants",2014-15-Annual,-8.823890661
2011-12,2014-15,GVA Growth Rate,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,N/A,,5.640666606,%,"Trade, Repair, Hotels and Restaurants",2014-15-Annual,-5.640666606
2011-12,2014-15,GVA Growth Rate,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",N/A,,N/A,,8.539024646,%,"Trade, Repair, Hotels and Restaurants",2014-15-Annual,-8.539024646
2011-12,2014-15,GVA Growth Rate,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,N/A,,8.890772849,%,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,-8.890772849
2011-12,2014-15,GVA Growth Rate,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,N/A,,6.538563454,%,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,-6.538563454
2011-12,2014-15,GVA Growth Rate,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,N/A,,8.284737078,%,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,-8.284737078
2011-12,2014-15,GVA Growth Rate,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,N/A,,14.01659346,%,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,-14.01659346
2011-12,2014-15,GVA Growth Rate,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,N/A,,7.374666935,%,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,-7.374666935
2011-12,2014-15,GVA Growth Rate,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,N/A,,6.173853647,%,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,-6.173853647
2011-12,2014-15,GVA Growth Rate,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,N/A,,13.27450928,%,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,-13.27450928
2011-12,2014-15,GVA Growth Rate,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",N/A,,N/A,,8.688767827,%,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,-8.688767827
2011-12,2014-15,GVA Growth Rate,Annual,Second Revised Estimates,Financial Services,N/A,,N/A,,8.903942208,%,Financial Services,2014-15-Annual,-8.903942208
2011-12,2014-15,GVA Growth Rate,Annual,Second Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",N/A,,N/A,,12.0641672,%,"Real Estate, Ownership of Dwelling & Professional Services",2014-15-Annual,-12.0641672
2011-12,2014-15,GVA Growth Rate,Annual,Second Revised Estimates,Public Administration and Defence,N/A,,N/A,,6.74949857,%,Public Administration and Defence,2014-15-Annual,-6.74949857
2011-12,2014-15,GVA Growth Rate,Annual,Second Revised Estimates,Other Services,N/A,,N/A,,9.33429959,%,Other Services,2014-15-Annual,-9.33429959
2011-12,2014-15,GVA Growth Rate,Annual,Second Revised Estimates,Total Gross Value Added,N/A,,N/A,10.65136711,6.939969531,%,Total Gross Value Added,2014-15-Annual,3.711397579
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,N/A,,-3.725433044,%,"Agriculture, Livestock, Forestry and Fishing",2014-15-Annual,3.725433044
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,N/A,,7.396667898,%,"Agriculture, Livestock, Forestry and Fishing",2014-15-Annual,-7.396667898
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,N/A,,1.904431937,%,"Agriculture, Livestock, Forestry and Fishing",2014-15-Annual,-1.904431937
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,N/A,,7.511169505,%,"Agriculture, Livestock, Forestry and Fishing",2014-15-Annual,-7.511169505
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",N/A,,N/A,,-0.216448191,%,"Agriculture, Livestock, Forestry and Fishing",2014-15-Annual,0.216448191
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,Mining and Quarrying,N/A,,N/A,,9.721854103,%,Mining and Quarrying,2014-15-Annual,-9.721854103
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,Manufacturing,"Food Products, Beverages and Tobacco",,N/A,,2.655012318,%,Manufacturing,2014-15-Annual,-2.655012318
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,Manufacturing,"Textiles, Apparel and Leather Products",,N/A,,0.00825663,%,Manufacturing,2014-15-Annual,-0.00825663
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,Manufacturing,Metal Products,,N/A,,-5.811353456,%,Manufacturing,2014-15-Annual,5.811353456
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,Manufacturing,Machinery and Equipment,,N/A,,9.853343607,%,Manufacturing,2014-15-Annual,-9.853343607
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,Manufacturing,Other Manufactured Goods,,N/A,,17.54300261,%,Manufacturing,2014-15-Annual,-17.54300261
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,Manufacturing,N/A,,N/A,,7.895669766,%,Manufacturing,2014-15-Annual,-7.895669766
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",N/A,,N/A,,7.23743869,%,"Electricity, Gas, Water Supply & Other Utility Services",2014-15-Annual,-7.23743869
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,Construction,N/A,,N/A,,4.303071636,%,Construction,2014-15-Annual,-4.303071636
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,N/A,,10.15978461,%,"Trade, Repair, Hotels and Restaurants",2014-15-Annual,-10.15978461
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,N/A,,6.088999562,%,"Trade, Repair, Hotels and Restaurants",2014-15-Annual,-6.088999562
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",N/A,,N/A,,9.795540982,%,"Trade, Repair, Hotels and Restaurants",2014-15-Annual,-9.795540982
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,N/A,,9.547397706,%,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,-9.547397706
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,N/A,,6.737386168,%,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,-6.737386168
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,N/A,,8.296934716,%,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,-8.296934716
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,N/A,,14.02544346,%,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,-14.02544346
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,N/A,,7.729322617,%,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,-7.729322617
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,N/A,,6.123714512,%,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,-6.123714512
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,N/A,,12.82844961,%,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,-12.82844961
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",N/A,,N/A,,8.791410257,%,"Transport, Storage, Communication & Services Related to Broadcasting",2014-15-Annual,-8.791410257
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,Financial Services,N/A,,N/A,,8.537708778,%,Financial Services,2014-15-Annual,-8.537708778
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",N/A,,N/A,,12.17276247,%,"Real Estate, Ownership of Dwelling & Professional Services",2014-15-Annual,-12.17276247
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,Public Administration and Defence,N/A,,N/A,,6.628264618,%,Public Administration and Defence,2014-15-Annual,-6.628264618
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,Other Services,N/A,,N/A,,9.740210761,%,Other Services,2014-15-Annual,-9.740210761
2011-12,2014-15,GVA Growth Rate,Annual,Third Revised Estimates,Total Gross Value Added,N/A,,N/A,11.01138731,7.154779999,%,Total Gross Value Added,2014-15-Annual,3.856607311
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,"Agriculture, Livestock, Forestry and Fishing",Crops,,N/A,,4.2,%,"Agriculture, Livestock, Forestry and Fishing",2013-14-Annual,-4.2
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,"Agriculture, Livestock, Forestry and Fishing",Crops,,N/A,,5.412755858,%,"Agriculture, Livestock, Forestry and Fishing",2013-14-Annual,-5.412755858
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,"Agriculture, Livestock, Forestry and Fishing",Crops,,N/A,,5.381310146,%,"Agriculture, Livestock, Forestry and Fishing",2013-14-Annual,-5.381310146
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,"Agriculture, Livestock, Forestry and Fishing",Livestock,,N/A,,5.570506055,%,"Agriculture, Livestock, Forestry and Fishing",2013-14-Annual,-5.570506055
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,"Agriculture, Livestock, Forestry and Fishing",Livestock,,N/A,,5.569722967,%,"Agriculture, Livestock, Forestry and Fishing",2013-14-Annual,-5.569722967
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,"Agriculture, Livestock, Forestry and Fishing",Livestock,,N/A,,5.6,%,"Agriculture, Livestock, Forestry and Fishing",2013-14-Annual,-5.6
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,N/A,,-1.5,%,"Agriculture, Livestock, Forestry and Fishing",2013-14-Annual,1.5
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,N/A,,5.892858148,%,"Agriculture, Livestock, Forestry and Fishing",2013-14-Annual,-5.892858148
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,N/A,,5.939655811,%,"Agriculture, Livestock, Forestry and Fishing",2013-14-Annual,-5.939655811
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,N/A,,7.181066635,%,"Agriculture, Livestock, Forestry and Fishing",2013-14-Annual,-7.181066635
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,N/A,,7.181139134,%,"Agriculture, Livestock, Forestry and Fishing",2013-14-Annual,-7.181139134
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,N/A,,7.6,%,"Agriculture, Livestock, Forestry and Fishing",2013-14-Annual,-7.6
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,"Agriculture, Livestock, Forestry and Fishing",N/A,,N/A,,4.2,%,"Agriculture, Livestock, Forestry and Fishing",2013-14-Annual,-4.2
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,"Agriculture, Livestock, Forestry and Fishing",N/A,,N/A,,5.553843748,%,"Agriculture, Livestock, Forestry and Fishing",2013-14-Annual,-5.553843748
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,"Agriculture, Livestock, Forestry and Fishing",N/A,,N/A,,5.570475656,%,"Agriculture, Livestock, Forestry and Fishing",2013-14-Annual,-5.570475656
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,Mining and Quarrying,N/A,,N/A,,0.189565844,%,Mining and Quarrying,2013-14-Annual,-0.189565844
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,Mining and Quarrying,N/A,,N/A,,3.140938898,%,Mining and Quarrying,2013-14-Annual,-3.140938898
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,Mining and Quarrying,N/A,,N/A,,3,%,Mining and Quarrying,2013-14-Annual,-3
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,Manufacturing,"Food Products, Beverages and Tobacco",,N/A,,-0.633644991,%,Manufacturing,2013-14-Annual,0.633644991
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,Manufacturing,"Food Products, Beverages and Tobacco",,N/A,,-0.201356819,%,Manufacturing,2013-14-Annual,0.201356819
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,Manufacturing,"Food Products, Beverages and Tobacco",,N/A,,-0.1,%,Manufacturing,2013-14-Annual,0.1
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,Manufacturing,"Textiles, Apparel and Leather Products",,N/A,,21.99183811,%,Manufacturing,2013-14-Annual,-21.99183811
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,Manufacturing,"Textiles, Apparel and Leather Products",,N/A,,22.4,%,Manufacturing,2013-14-Annual,-22.4
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,Manufacturing,"Textiles, Apparel and Leather Products",,N/A,,23.66698716,%,Manufacturing,2013-14-Annual,-23.66698716
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,Manufacturing,Metal Products,,N/A,,16.36975459,%,Manufacturing,2013-14-Annual,-16.36975459
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,Manufacturing,Metal Products,,N/A,,16.26748966,%,Manufacturing,2013-14-Annual,-16.26748966
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,Manufacturing,Metal Products,,N/A,,26.2,%,Manufacturing,2013-14-Annual,-26.2
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,Manufacturing,Machinery and Equipment,,N/A,,-8.2,%,Manufacturing,2013-14-Annual,8.2
2011-12,2013-14,GVA Growth Rate,Annual,Additional Revision,Manufacturing,Machinery and Equipment,,N/A,,-6.277775403,%,Manufacturing,2013-14-Annual,6.277775403
